ID,Directory,MapName_lang,MapDescription0_lang,MapDescription1_lang,PvpShortDescription_lang,PvpLongDescription_lang,Corpse0,Corpse1,MapType,InstanceType,ExpansionID,AreaTableID,LoadingScreenID,TimeOfDayOverride,ParentMapID,CosmeticParentMapID,TimeOffset,MinimapIconScale,CorpseMapID,MaxPlayers,WindSettingsID,ZmpFileDataID,WdtFileDataID,Flags0,Flags1
719,MountHyjalPhase1,Mount Hyjal Phase 1,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,788845,8521309,262168
720,Firelands1,Firelands,,,,,3987.2,-2943.32,1,2,3,0,275,720,-1,-1,0,1,1,0,0,0,816444,2131741,262168
721,Firelands2,Firelands Terrain 2,,,,,0,0,1,1,3,0,0,720,-1,-1,0,1,-1,0,0,0,816538,1693,262168
723,Stormwind,Stormwind,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790924,1565,262152
724,ChamberofAspectsRed,The Ruby Sanctum,,,,,3608.129,186.8021,1,2,2,0,254,-1,-1,-1,0,1,571,0,0,0,821024,34589,262152
725,DeepholmeDungeon,The Stonecore,,,,,1031.908,610.2969,1,1,3,0,258,-1,-1,-1,0,1,646,0,0,0,816583,1565,262152
726,CataclysmCTF,Twin Peaks,"Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!","Nestled in the Twilight Highlands, Twin Peaks has flared as a point of contention between the Alliance and Horde.

As a 10 vs 10 capture-the-flag battleground, the first faction to capture three flags is victorious.

Lend your strength as both factions struggle to take control of this critical high ground!",Capture the enemy flag,"- Defend your flag
- Capture the enemy flag
- Most recent capture wins",0,0,1,3,3,0,262,-1,-1,-1,0,1,-1,0,0,0,813068,1629,786440
727,STV_Mine_BG,Silvershard Mines,"This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.","This battleground takes place underneath Stranglethorn Vale in a Venture Co. goblin mine.

Silvershard Mines is a 10 vs 10 escort battleground, in which each side attempts to control diamond carts until they reach the mine depot.",Capture the mine carts,"- Capture and hold the mine carts
- Escort them to the end of the track",0,0,1,3,4,0,317,-1,-1,-1,0,1,-1,0,0,0,810604,1565,786440
728,TheBattleforGilneas,The Battle for Gilneas (Old City Map),"Located in the heart of Gilnean peninsula, the capital city is of vital strategic importance to the Horde's operations the Eastern Kingdoms.

Long seen by the Forsaken as a natural expansion to their dominion, Sylvanas Windrunner's armies are ready to defend their most recent conquest at all costs.","Driven from their homelands by the Forsaken, Gilneans continue to view this city as their nation's rightful capital.

After regrouping in Alliance territories, the people of Gilneas have rallied around King Greymane's call to arms and are ready to retake Gilneas City with the support of their new allies.",,,0,0,1,3,6,0,261,-1,-1,-1,0,1,-1,0,0,0,869311,3615,786440
730,MaelstromZone,Maelstrom Zone,,,,,0,0,1,0,3,0,272,-1,-1,-1,0,1,-1,0,0,0,816998,1629,262152
731,DesolaceBomb,Stonetalon Bomb,,,,,0,0,1,0,0,0,3,-1,1,-1,0,1,-1,0,0,0,780791,8390237,262168
732,TolBarad,Tol Barad,,,,,0,0,1,0,3,0,265,-1,-1,-1,0,1,-1,0,0,0,815182,9821,262152
734,AhnQirajTerrace,Ahn'Qiraj Terrace,,,,,0,0,1,1,2,0,184,-1,-1,-1,0,1,-1,0,0,0,818455,1565,262152
736,TwilightHighlandsDragonmawPhase,Twilight Highlands Dragonmaw Phase,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,804947,791346,1565,262168
738,Transport200100,Ship to Vashj'ir (Orgrimmar -> Vashj'ir),,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
739,Transport200101,Vashj'ir Sub - Horde,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
740,Transport200102,Vashj'ir Sub - Alliance,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
741,Transport200103,Twilight Highlands Horde Transport,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
742,Transport203729,Vashj'ir Sub - Horde - Circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
743,Transport203730,Vashj'ir Sub - Alliance circling Abyssal Maw,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
746,UldumPhaseOasis,Uldum Phase Oasis,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791398,8390237,262168
747,Transport 203732,Transport: Deepholm Gunship,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262152
748,Transport203858,Transport: Onyxia/Nefarian Elevator,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1537,262152
749,Transport203859,Transport: Gilneas Moving Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262156
750,Transport203860,Transport: Gilneas Static Gunship,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,1553,262156
751,RedgridgeOrcBomb,Redridge - Orc Bomb,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,790674,1629,262168
752,RedridgeBridgePhaseOne,Redridge - Bridge Phase One,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790697,1629,262152
753,RedridgeBridgePhaseTwo,Redridge - Bridge Phase Two,,,,,0,0,1,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,790705,1629,262152
754,SkywallRaid,Throne of the Four Winds,,,,,-11360.6,72.08334,1,2,3,0,271,-1,-1,-1,0,1,1,0,0,0,817149,34589,262152
755,UldumDungeon,Lost City of the Tol'vir,,,,,-10686.15,-1308.623,1,1,3,0,264,-1,-1,-1,0,1,1,0,0,0,817548,1565,262152
757,BaradinHold,Baradin Hold,,,,,0,0,1,2,3,0,269,-1,-1,-1,0,1,-1,0,0,0,814917,36413,262152
759,UldumPhasedEntrance,Uldum Phased Entrance,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791375,8392285,262168
760,TwilightHighlandsPhasedEntrance,Twilight Highlands Phased Entrance,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791359,3677,262168
761,Gilneas_BG_2,The Battle for Gilneas,"As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.","As the Greymane wall collapses, the inevitable conflict between the Forsaken and Worgen reaches a new climax.

The Battle for Gilneas is a 10 vs 10 domination battleground, where each side attempts to control the Mine, Lighthouse, and Waterworks for as long as possible.",Capture the objectives,"- Capture and hold objectives
- Earn 1500 resources",0,0,1,3,0,0,270,1110,-1,-1,0,1,-1,0,0,0,782690,3677,786440
762,Transport 203861,Twilight Highlands Zeppelin 1,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
763,Transport 203862,Twilight Highlands Zeppelin 2,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
764,UldumPhaseWreckedCamp,Uldum - Phase Wrecked Camp,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,791406,8396381,262168
765,Transport203863,Krazzworks Attack Zeppelin,,,,,0,0,3,0,3,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,262152
766,Transport 2033864,Transport: Gilneas Moving Gunship 02,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,262156
767,Transport 2033865,Transport: Gilneas Moving Gunship 03,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,7681,262156
859,Zul_Gurub5Man,Zul'Gurub,,,,,-11916.23,-1219.839,1,1,3,0,161,720,-1,-1,0,1,0,0,0,0,815855,7701,262152
860,NewRaceStartZone,The Wandering Isle,,,,,0,0,1,0,0,0,289,960,-1,-1,0,1,-1,0,0,0,789076,8666653,262152
861,FirelandsDailies,Molten Front,,,,,0,0,1,0,3,0,274,720,-1,-1,0,1,-1,0,0,0,815281,2104861,262168
870,HawaiiMainLand,Pandaria,,,,,0,0,1,0,4,0,327,-1,-1,-1,0,1,-1,0,0,804938,805681,25181789,262168
930,ScenarioAlcazIsland,A Dark Place,,,,,0,0,1,5,6,0,25,0,-1,-1,0,1,-1,0,0,0,810354,7765,262144
938,COTDragonblight,End Time,,,,,-8288.604,-4454.092,1,1,3,0,286,0,-1,-1,0,1,1,0,0,0,813090,15957,262152
939,COTWarOfTheAncients,Well of Eternity,,,,,-8595.837,-3994.936,1,1,3,0,287,-1,-1,-1,0,1,1,0,0,0,813203,7773,262152
940,TheHourOfTwilight,Hour of Twilight,,,,,-8291.132,-4590.438,1,1,3,0,288,-1,-1,-1,0,1,1,0,0,0,817173,15957,262152
951,NexusLegendary,Nexus Legendary,,,,,3899.93,6985.44,1,1,3,0,227,-1,-1,-1,0,1,571,0,0,0,817062,7701,262152
959,ShadowpanHideout,Shado-Pan Monastery,,,,,0,0,1,1,4,0,315,-1,-1,-1,0,1,-1,0,0,0,810232,8404509,262152
960,EastTemple,Temple of the Jade Serpent,,,,,957.706,-2473.41,1,1,4,0,311,-1,-1,-1,0,1,870,0,0,0,806233,8404573,262152
961,StormstoutBrewery,Stormstout Brewery,,,,,-688.7051,1267.454,1,1,4,0,318,-1,-1,-1,0,1,870,0,0,0,810358,8404501,262152
962,TheGreatWall,Gate of the Setting Sun,,,,,970.8109,2253.664,1,1,4,0,309,0,-1,-1,0,1,870,0,0,0,810651,8396317,262152
967,DeathwingBack,Dragon Soul,,,,,-8263.276,-4512.688,1,2,3,0,279,1080,-1,-1,0,1,1,0,0,0,813251,8029,262152
968,EyeoftheStorm2.0,Rated Eye of the Storm,"Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

This battlefield is coveted by the blood elves for its rich energy deposits.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.","Hovering high above the ravaged landscape of Netherstorm is the island known as the Eye of the Storm.

The draenei seek to claim it due to its proximity to the naaru's mysterious vessel, Tempest Keep.

This battlefield is coveted by the blood elves for its rich energy deposits.",Capture the objectives,"- Capture and hold objectives
- Capture the center flag
- Earn 1500 resources",0,0,1,3,0,0,210,-1,-1,-1,0,1,-1,0,0,0,782100,7701,786440
971,JadeForestAllianceHubPhase,Jade Forest Alliance Hub Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811017,8527453,262168
972,JadeForestBattlefieldPhase,Jade Forest Battlefield Phase,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811025,8527453,262168
974,DarkmoonFaire,Darkmoon Faire,,,,,0,0,1,0,0,0,278,-1,-1,-1,0,1,-1,0,0,0,780357,8404509,262152
975,TurtleShipPhase01,Turtle Ship Phase 01,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791300,8535645,262152
976,TurtleShipPhase02,Turtle Ship Phase 02,,,,,0,0,1,0,0,0,289,960,860,-1,0,1,-1,0,0,0,791323,8535581,262152
977,MaelstromDeathwingFight,Maelstrom Deathwing Fight,,,,,0,0,1,1,3,0,0,-1,-1,-1,0,1,-1,0,0,0,816928,7709,262152
980,TolVirArena,Tol'Viron Arena,,,,,0,0,1,4,3,0,319,-1,-1,-1,0,1,-1,0,0,0,817420,3613,786440
994,MoguDungeon,Mogu'shan Palace,,,,,0,0,1,1,4,0,312,-1,-1,-1,0,1,-1,0,0,0,811448,7709,262152
995,MoguInteriorRaid,The Depths [UNUSED],,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,810384,7709,262152
996,MoguExteriorRaid,Terrace of Endless Spring,,,,,0,0,1,2,4,0,321,0,-1,-1,0,1,-1,0,0,0,811511,9445213,262152
998,ValleyOfPower,Temple of Kotmogu,"The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.","The Horde and Alliance wage battle for the ancient Mogu Artifact that is foretold to hold great powers.

Temple of Kotmogu is a 10 vs 10 powerball battleground where each side attempts to control the Mogu Artifact for as long as possible in different scoring zones.",Hold the Orbs of Power,"- Slay enemy players
- Hold the Orbs of Power to earn points
- Additional points granted at the map center",0,0,1,3,4,0,320,-1,-1,-1,0,1,-1,0,0,0,812887,7773,786440
999,BFTAllianceScenario,Theramore's Fall (H),,,,,0,0,1,5,3,0,336,1350,-1,-1,0,1,-1,0,0,0,814960,15965,262152
1000,BFTHordeScenario,Theramore's Fall (A),,,,,0,0,1,5,3,0,335,360,-1,-1,0,1,-1,0,0,0,815493,15965,262152
1001,ScarletSanctuaryArmoryAndLibrary,Scarlet Halls,,,,,2869,-820,1,1,0,0,332,-1,-1,-1,0,1,0,0,0,0,805031,9444957,262152
1004,ScarletMonasteryCathedralGY,Scarlet Monastery,,,,,0,0,1,1,0,0,333,-1,-1,-1,0,1,-1,0,0,0,805002,9444957,262152
1005,BrewmasterScenario01,A Brewing Storm,,,,,0,0,1,5,4,0,322,-1,-1,-1,0,1,-1,0,0,0,808160,8396381,262152
1007,NewScholomance,Scholomance,,,,,1274.78,-2552.56,1,1,0,0,314,-1,-1,-1,0,1,0,0,0,0,804980,8396381,262152
1008,MogushanPalace,Mogu'shan Vaults,,,,,3982.997,1121.291,1,2,4,0,313,-1,-1,-1,0,1,870,0,0,0,812395,8404829,262152
1009,MantidRaid,Heart of Fear,,,,,0,0,1,2,4,0,310,-1,-1,-1,0,1,-1,0,0,0,811209,8404829,262152
1010,MistsCTF3,CTF3,"This new map has yet to be created. Horde guys, go beat up those Alliance jerks.","This new map has yet to be created. Alliance guys, go beat up those Horde jerks.",,,0,0,1,3,4,0,262,-1,-1,-1,0,1,-1,0,0,0,870976,7711,786440
1011,MantidDungeon,Siege of Niuzao Temple,,,,,0,0,1,1,4,0,316,-1,-1,-1,0,1,-1,0,0,0,808873,9453149,262152
1014,MonkAreaScenario,Peak of Serenity,,,,,0,0,1,5,6,0,327,-1,-1,-1,0,1,-1,0,0,0,812460,680541789,262152
1019,RuinsOfTheramore,Ruins of Theramore,,,,,0,0,1,0,4,0,3,-1,1,-1,0,1,-1,0,0,0,812470,8404573,262168
1024,PandaFishingVillageScenario,Greenstone Village,,,,,0,0,1,5,4,0,331,-1,-1,-1,0,1,-1,0,0,0,811933,8404573,262152
1028,MoguRuinsScenario,(UNUSED) Scenario: Mogu Ruins,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,809095,8404573,262152
1029,AncientMoguCryptScenario,(UNUSED) Scenario: Mogu Crypt,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,805433,8396317,262152
1030,AncientMoguCyptDestroyedScenario,Crypt of Forgotten Kings,,,,,0,0,1,5,4,0,330,-1,-1,-1,0,1,-1,0,0,0,805640,7709,262152
1031,ProvingGroundsScenario,Arena of Annihilation,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,812075,8396381,262152
1032,PetBattleJadeForest,Pet Battle - Jade Forest,,,,,0,0,1,1,4,0,0,-1,-1,-1,0,1,-1,0,0,0,812041,8404573,262152
1035,ValleyOfPowerScenario,Temple of Kotmogu,,,,,0,0,1,5,4,0,334,-1,-1,-1,0,1,-1,0,0,0,812951,8396381,262152
1043,RingOfValorScenario,Brawl'gar Arena,,,,,0,0,1,0,2,0,343,-1,-1,-1,0,1,-1,0,0,0,827085,268443229,262664
1048,BrewmasterScenario03,Unga Ingoo,,,,,0,0,1,5,4,0,323,-1,-1,-1,0,1,-1,0,0,0,805599,8404573,262152
1049,BlackOxTempleScenario,(UNUSED) Scenario: Black Ox Temple,,,,,0,0,1,5,4,0,21,-1,-1,-1,0,1,-1,0,0,0,805658,8404573,262152
1050,ScenarioKlaxxiIsland,Assault on Zan'vess,,,,,0,0,1,5,4,0,344,720,-1,-1,0,1,-1,0,0,0,811327,8404573,262152
1051,ScenarioBrewmaster04,Brewmoon Festival,,,,,0,0,1,5,4,0,329,0,-1,-1,0,1,-1,0,0,0,809976,8404573,262152
1060,LevelDesignLand-DevOnly,Level Design Land - Dev Only,,,,,0,0,1,0,7,0,0,-1,-1,-1,0,1,-1,0,0,0,868064,142622303,262152
1061,HordeBeachDailyArea,Horde Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,808210,8535645,262168
1062,AllianceBeachDailyArea,Alliance Beach Daily Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,805966,8535645,262168
1064,MoguIslandDailyArea,Mogu Island Daily Area,,,,,0,0,1,0,4,0,346,-1,-1,-1,0,1,-1,0,0,0,846981,8404573,262152
1066,StormwindGunshipPandariaStartArea,Stormwind Gunship Pandaria Start Area,,,,,0,0,1,0,0,0,0,-1,0,-1,0,1,-1,0,0,0,791052,147037,262168
1074,OrgrimmarGunshipPandariaStart,Orgrimmar Gunship Pandaria Start,,,,,0,0,1,0,0,0,0,-1,1,-1,0,1,-1,0,0,0,789973,8527453,262168
1075,TheramoreScenarioPhase,Theramore's Fall Phase,,,,,0,0,1,0,0,0,0,-1,1000,-1,0,1,-1,0,0,0,791277,147037,262152
1076,JadeForestHordeStartingArea,Jade Forest Horde Starting Area,,,,,0,0,1,0,4,0,0,-1,870,-1,0,1,-1,0,0,0,811033,8535645,262168
1095,HordeAmbushScenario,Dagger in the Dark,,,,,0,0,1,5,4,0,342,-1,-1,-1,0,1,-1,0,0,0,808356,8404573,262152
1098,ThunderIslandRaid,Throne of Thunder,,,,,0,0,1,2,4,0,347,-1,-1,-1,0,1,-1,0,0,0,848548,8404829,262152
1099,NavalBattleScenario,Naval Battle Scenario,,,,,0,0,1,5,4,0,349,-1,-1,-1,0,1,-1,0,0,0,811854,8404573,262152
1101,DefenseOfTheAleHouseBG,Defense Of The Ale House BG,,,,,0,0,1,0,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842186,8396381,262152
1102,HordeBaseBeachScenario,Domination Point,,,,,0,0,1,5,4,0,341,-1,-1,-1,0,1,-1,0,0,0,808508,8404573,262152
1103,AllianceBaseBeachScenario,Lion's Landing,,,,,0,0,1,5,4,0,340,-1,-1,-1,0,1,-1,0,0,0,805389,8404573,262152
1104,ALittlePatienceScenario,A Little Patience,,,,,0,0,1,5,4,0,345,-1,-1,-1,0,1,-1,0,0,0,807455,8404573,262152
1105,GoldRushBG,Deepwind Gorge,"This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle","This battleground takes place in the Valley of the Four Winds

Gold Rush is a 15 vs 15 resource battle",Capture the objectives,"- Capture and hold the mines
- Capture the enemy mine cart
- Earn 1500 gold",0,0,1,3,4,0,354,-1,-1,-1,0,1,-1,0,0,0,845538,8396381,786440
1106,JainaDalaranScenario,Jaina Dalaran Scenario,,,,,0,0,1,0,4,0,235,-1,-1,-1,0,1,-1,0,0,0,811612,15965,262152
1107,WarlockArea,Dreadscar Rift,,,,,0,0,1,0,6,0,401,-1,-1,-1,0,1,-1,0,0,0,848152,10493533,262152
1112,BlackTempleScenario,Pursuing the Black Harvest,,,,,0,0,1,5,4,0,215,-1,-1,-1,0,1,-1,0,0,0,806915,7709,262152
1113,DarkmoonCarousel,Transport: DarkmoonCarousel,,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3601,262152
1116,Draenor,Draenor,,,,,0,0,1,0,5,0,360,-1,-1,-1,0,1,-1,0,0,918540,842315,8404573,262168
1120,ThunderKingHordeHub,Thunder King Horde Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,846613,8535645,262152
1121,ThunderIslandAllianceHub,Thunder Island Alliance Hub,,,,,0,0,1,0,4,0,0,-1,1064,-1,0,1,-1,0,0,0,848029,8535645,262152
1122,CitySiegeMoguIslandProgressionScenario,City Siege - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,844357,8404573,262152
1123,LightningForgeMoguIslandProgressionScenario,Lightning Forge - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845419,8404573,262152
1124,ShipyardMoguIslandProgressionScenario,Shipyard - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,847843,8404573,262152
1125,AllianceHubMoguIslandProgressionScenario,Alliance Hub - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,842025,8404573,262152
1126,HordeHubMoguIslandProgressionScenario,Mogu Island Progression Events,,,,,0,0,1,5,4,0,346,-1,-1,-1,0,1,-1,0,0,0,844121,8404573,262152
1127,FinalGateMoguIslandProgressionScenario,Final Gate - Mogu Island Progression Scenario,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,845282,8404573,262152
1128,MoguIslandEventsHordeBase,Mogu Island Events - Horde Base,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847937,8535645,262152
1129,MoguIslandEventsAllianceBase,Mogu Island Events - Alliance Base,,,,,0,0,1,0,4,0,0,-1,1126,-1,0,1,-1,0,0,0,847934,8535645,262152
1130,ShimmerRidgeScenario,Blood in the Snow,,,,,0,0,1,5,4,0,352,-1,-1,-1,0,1,-1,0,0,0,848851,7773,262152
1131,DarkHordeScenario,The Secrets of Ragefire,,,,,0,0,1,5,4,0,350,-1,-1,-1,0,1,-1,0,0,0,846484,7709,262152
1132,Transport218599,Transport: The Skybag (Brawl'gar Arena),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
1133,Transport218600,Transport: Zandalari Ship (Mogu Island),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
1134,ShadoPanArena,The Tiger's Peak,,,,,0,0,1,4,4,0,353,-1,-1,-1,0,1,-1,0,0,0,848418,8396381,786440
1135,MoguIslandLootRoom,Mogu Island Loot Room,,,,,0,0,1,5,4,0,347,0,-1,-1,0,1,-1,0,0,0,848741,15901,262152
1136,OrgrimmarRaid,Siege of Orgrimmar,,,,,0,0,1,2,4,0,359,-1,-1,-1,0,1,-1,0,0,0,847443,8396381,262152
1144,HeartOfTheOldGodScenario,Heart of the Old God Scenario,,,,,0,0,1,5,4,0,351,-1,-1,-1,0,1,-1,0,0,0,844626,8396381,262152
1148,ProvingGrounds,Proving Grounds,,,,,0,0,1,5,4,0,348,-1,-1,-1,0,1,-1,0,0,0,849996,41950813,262152
1152,FWHordeGarrisonLevel1,FW Horde Garrison Level 1,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876612,612384349,262168
1153,FWHordeGarrisonLevel2,FW Horde Garrison Level 3,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876623,612384349,262168
1154,FWHordeGarrisonLevel3,FW Horde Garrison Level 4,,,,,0,0,1,1,5,0,373,-1,1116,1116,0,1,-1,0,0,0,876609,612384349,262168
1155,Stormgarde Keep,Stromgarde Keep,,,,,0,0,1,5,4,0,0,-1,-1,-1,0,1,-1,0,0,0,876745,7773,262152
1157,HalfhillScenario,Halfhill Scenario,,,,,0,0,1,5,4,0,327,-1,-1,-1,0,1,-1,0,0,0,879398,8404573,262152
1158,SMVAllianceGarrisonLevel1,SMV Alliance Garrison Level 1,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879512,746602077,262168
1159,SMVAllianceGarrisonLevel2,SMV Alliance Garrison Level 3,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879360,746602077,262168
1160,SMVAllianceGarrisonLevel3,SMV Alliance Garrison Level 4,,,,,0,0,1,1,5,0,374,-1,1116,1116,0,1,-1,0,0,0,879511,746602077,262168
1161,CelestialChallenge,Celestial Tournament,,,,,0,0,1,5,4,0,327,1200,-1,-1,0,1,-1,0,0,0,879578,8404573,262152
1166,SmallBattlegroundA,Small Battleground A,,,,,0,0,1,0,5,0,0,-1,-1,-1,0,1,-1,0,0,0,899027,8404575,262152
1168,ThePurgeOfGrommarScenario,The Purge Of Grommar - Scenario,,,,,0,0,1,5,5,0,0,-1,-1,1116,0,1,-1,0,0,0,902997,8404573,262168
1169,SmallBattlegroundB,Small Battleground B,,,,,0,0,1,0,5,0,0,-1,-1,-1,0,1,-1,0,0,0,904434,8404575,262152
1170,SmallBattlegroundC,Shado-Pan Showdown,,,,,0,0,1,4,6,0,353,-1,-1,-1,0,1,-1,0,0,0,904354,8404573,786440
1171,SmallBattlegroundD,Small Battleground D,Prototype Map,Prototype Map,,,0,0,1,3,5,0,0,-1,-1,-1,0,1,-1,0,0,0,904542,8404575,786440
1172,Transport_Siege_of_Orgrimmar_Alliance,Transport: Siege of Orgrimmar (Alliance),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
1173,Transport_Siege_of_Orgrimmar_Horde,Transport: Siege of Orgrimmar (Horde),,,,,0,0,3,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,0,3585,262152
1175,OgreCompound,Bloodmaul Slag Mines,,,,,0,0,1,1,5,0,369,-1,-1,-1,0,1,-1,0,0,0,918585,8404573,262152
1176,MoonCultistHideout,Shadowmoon Burial Grounds,,,,,0,0,1,1,5,0,364,-1,-1,-1,0,1,-1,0,0,0,918647,8404509,262152
1179,WarcraftHeroes,Warcraft Heroes,,,,,0,0,1,0,5,0,3,-1,-1,-1,0,1,-1,0,0,0,921695,8404573,262152
1181,PattyMackTestGarrisonBldgMap,PattyMack Test Garrison Bldg Map,,,,,0,0,4,0,0,0,0,-1,-1,-1,0,1,-1,0,0,0,926423,3601,262152
1182,DraenorAuchindoun,Auchindoun,,,,,0,0,1,1,5,0,365,-1,-1,-1,0,1,-1,0,0,0,925674,8396381,262152
1187,GORAllianceGarrisonLevel1,GOR Alliance Garrison Level 1,,,,,0,0,1,1,5,0,0,-1,-1,-1,0,1,-1,0,0,0,937665,142622301,262152
1188,GORAllianceGarrisonLevel2,GOR Alliance Garrison Level 2,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937664,75513437,262168
1189,GORAllianceGarrisonLevel3,GOR Alliance Garrison Level 3,,,,,0,0,1,1,5,0,0,-1,1116,1116,0,1,-1,0,0,0,937703,75513437,262168
1190,BlastedLands,Blasted Lands Phase,,,,,0,0,1,0,4,0,4,-1,0,0,0,1,-1,0,0,1005817,937712,8404573,262168
1191,Ashran,Ashran,"Off the coast of Tanaan Jungle lies an island home to an ancient Ogre civilization.  An ancient artifact has been rumored to be somewhere within Ashran.  If claimed, will be a devastating weapon to uphold.","Off the coast of Tanaan Jungle lies an island home to an ancient Ogre civilization.  An ancient artifact has been rumored to be somewhere within Ashran.  If claimed, will be a devastating weapon to uphold.",Slay the enemy's leader,"- Slay the enemy's leader
- Reduce the enemy reinforcements to 0",0,0,1,3,5,0,360,-1,-1,1116,0,1,-1,0,0,0,939189,-1736425891,262232
